incident_id,department_id,reported_by_doctor_id,reported_by_nurse_id,incident_type,severity,incident_date,incident_time,description,action_taken,status
INC03006,DEP002,DOC0013,NUR0034,Fire Safety Incident,Medium,2026-04-25,19:03:09,Facilis rerum eveniet ullam ratione rerum.,Vel sequi consequatur repellat ab assumenda dolor.,Open
INC03007,DEP002,DOC0019,NUR0111,Patient Complaint,Critical,2025-09-07,23:13:49,Nisi ex ducimus molestias commodi.,Ullam dignissimos voluptates deleniti exercitationem excepturi.,Open
INC03008,DEP007,DOC0095,NUR0172,Wrong Patient Identification,Low,2025-04-08,00:41:57,Facere veniam deserunt culpa.,Iure quis hic ab nemo vel rem nesciunt aliquid earum doloribus.,Resolved
INC03009,DEP009,DOC0029,NUR0181,Laboratory Error,Low,2026-05-12,03:55:52,A vitae minima consequatur atque minus amet. Nobis exercitationem alias provident.,Neque sint magni perspiciatis velit veritatis ut.,Under Investigation
INC03010,DEP004,DOC0004,NUR0243,Laboratory Error,Low,2025-11-18,00:12:57,Libero enim sit.,Quia optio rerum in aliquam illum dolores velit aspernatur veritatis.,Closed
INC03011,DEP003,DOC0087,NUR0168,Wrong Patient Identification,Low,2025-05-30,23:04:30,Nesciunt veniam quisquam. Aliquam cumque possimus doloribus natus molestias.,Minima at doloribus nobis dicta cupiditate nisi.,Open
INC03012,DEP009,DOC0070,NUR0014,Data Privacy Incident,Low,2024-07-12,20:19:25,Modi esse quisquam iure beatae aspernatur.,Pariatur animi ipsum qui asperiores incidunt veniam excepturi eius harum ab.,Under Investigation
INC03013,DEP007,DOC0072,NUR0019,Patient Fall,High,2024-10-27,22:30:50,Aspernatur tenetur est neque a. Explicabo atque vero laborum temporibus perferendis.,Aperiam autem veniam quam architecto.,Under Investigation
INC03014,DEP003,DOC0078,NUR0184,Laboratory Error,High,2025-09-24,06:45:21,Voluptate fugit placeat voluptates earum nobis. Esse consectetur itaque.,Rem vitae harum voluptatem rerum.,Closed
INC03015,DEP009,DOC0052,NUR0051,Delay in Treatment,High,2024-11-30,00:48:38,Earum beatae voluptatem sapiente quas exercitationem fugiat.,Quos aspernatur eos nobis pariatur praesentium ipsum nobis rem.,Resolved
INC03016,DEP003,DOC0060,NUR0016,Patient Fall,Critical,2026-02-24,15:15:39,Recusandae ratione illum et cumque.,Accusantium libero fuga corrupti dolore.,Under Investigation
INC03017,DEP008,DOC0022,NUR0217,Fire Safety Incident,Critical,2024-10-01,16:00:07,Sapiente aut voluptas architecto. Tenetur inventore qui sunt beatae.,Esse laborum tempore sed iste.,Under Investigation
INC03018,DEP001,DOC0084,NUR0206,Patient Complaint,High,2025-03-02,23:42:02,Cupiditate inventore voluptas perferendis corporis.,Tempore officiis repellat delectus corrupti.,Resolved
INC03019,DEP009,DOC0011,NUR0044,Needle Stick Injury,Medium,2025-08-25,09:25:49,Suscipit distinctio incidunt voluptates vero doloribus officiis. Sed fugit aperiam est officia.,Cupiditate neque libero voluptates dolor ipsum autem.,Closed
INC03020,DEP002,DOC0085,NUR0005,Data Privacy Incident,High,2025-10-03,23:15:45,Facilis officia cumque perspiciatis asperiores repudiandae. Eveniet eum reprehenderit nam fugiat laborum iure.,Enim cupiditate aspernatur quod atque maxime.,Closed
INC03021,DEP005,DOC0094,NUR0093,Data Privacy Incident,Critical,2024-08-16,17:24:16,Excepturi perspiciatis repudiandae saepe. Magnam voluptas quasi repudiandae ipsa.,Voluptates quaerat doloribus deserunt minus perferendis eveniet magni.,Under Investigation
INC03022,DEP001,DOC0084,NUR0066,Fire Safety Incident,Critical,2024-11-06,04:29:52,Iusto pariatur enim molestias molestiae consequuntur earum.,Optio fuga totam commodi corporis repudiandae ut alias possimus.,Closed
INC03023,DEP004,DOC0012,NUR0203,Laboratory Error,Low,2025-05-03,07:36:29,Consectetur beatae aperiam libero odio non modi consequatur. Recusandae aspernatur praesentium deserunt rerum autem.,Esse doloribus sequi recusandae illum illo ratione maxime.,Under Investigation
INC03024,DEP006,DOC0031,NUR0073,Patient Fall,Critical,2025-10-19,04:40:42,Adipisci repellendus doloremque expedita. Maiores nostrum nisi excepturi soluta.,Doloribus magnam modi expedita voluptatem aut.,Open
INC03025,DEP008,DOC0025,NUR0193,Delay in Treatment,Medium,2024-07-04,22:37:31,Magni placeat incidunt accusantium illum laborum.,Quis labore eius quisquam error sunt necessitatibus ipsa consequuntur est.,Under Investigation
INC03026,DEP002,DOC0058,NUR0097,Delay in Treatment,Critical,2024-08-13,09:26:15,Aperiam deleniti nesciunt. Assumenda provident autem eius cum doloribus.,At ducimus corporis quae natus deleniti quibusdam delectus adipisci.,Open
INC03027,DEP005,DOC0094,NUR0035,Data Privacy Incident,Low,2025-11-23,13:47:35,Tempora atque beatae vitae laboriosam deleniti.,Ab quaerat sequi provident modi quidem soluta adipisci.,Closed
INC03028,DEP010,DOC0001,NUR0018,Fire Safety Incident,High,2024-09-24,14:20:51,Officia maiores eum delectus. Cum voluptate amet magni accusantium.,Quod sit ut fugit magni.,Under Investigation
INC03029,DEP001,DOC0061,NUR0183,Needle Stick Injury,Low,2025-06-08,12:22:02,Tempore ipsa perferendis odio fugiat vitae.,Nam hic voluptatibus ipsam iusto praesentium minima eos ipsum modi.,Resolved
INC03030,DEP009,DOC0070,NUR0044,Fire Safety Incident,Medium,2025-04-05,01:40:15,Corporis similique aspernatur.,Ad soluta non harum corrupti vitae assumenda.,Under Investigation
INC03031,DEP008,DOC0006,NUR0152,Laboratory Error,High,2024-11-03,09:32:42,Modi rem rem quae. Natus dolorum exercitationem harum ad.,Tempora porro quasi facilis fugit sit optio illum in aliquid.,Closed
INC03032,DEP010,DOC0092,NUR0236,Fire Safety Incident,Medium,2025-04-29,19:43:20,Excepturi porro doloremque quas quidem ea ex. Ratione quis quisquam quisquam necessitatibus.,Tenetur a minus odio nisi dolor.,Closed
INC03033,DEP004,DOC0018,NUR0210,Equipment Failure,Medium,2024-07-16,02:45:01,Tempore suscipit ipsa nemo doloremque doloribus.,Minima ipsam sit aliquam expedita nisi eos enim quidem.,Under Investigation
INC03034,DEP003,DOC0017,NUR0168,Equipment Failure,Critical,2025-10-20,06:07:08,Voluptas voluptatem dicta at.,Ipsum fugiat vitae quidem sint modi maiores fugit.,Resolved
INC03035,DEP002,DOC0019,NUR0106,Medication Error,Low,2026-06-18,13:21:12,Repellat natus quis veritatis fuga.,Ipsa consequuntur quae vitae sint ad aliquid aut vero similique.,Open
INC03036,DEP009,DOC0079,NUR0156,Laboratory Error,Critical,2025-02-03,12:49:20,Veritatis itaque amet libero inventore ab.,Asperiores atque ducimus porro neque at impedit modi.,Closed
INC03037,DEP002,DOC0085,NUR0079,Data Privacy Incident,Medium,2024-07-20,11:52:33,Voluptatem sit quam.,Laudantium velit illo occaecati quis fugiat soluta pariatur.,Open
INC03038,DEP006,DOC0054,NUR0182,Laboratory Error,Low,2025-10-26,07:18:35,Tempore facere possimus consequuntur.,Totam rerum dicta voluptates ipsum veritatis in eius dolor.,Under Investigation
INC03039,DEP009,DOC0070,NUR0044,Patient Complaint,High,2025-02-07,12:11:32,Provident animi quam hic culpa quos.,Quia aliquid occaecati aliquam fugit ratione adipisci quisquam vero est.,Open
INC03040,DEP009,DOC0057,NUR0180,Patient Fall,Critical,2024-09-27,02:37:06,Ea nesciunt voluptatum alias porro ea. Molestiae qui occaecati temporibus saepe.,Enim optio cum numquam ad possimus error sunt accusamus atque.,Resolved
INC03041,DEP009,DOC0036,NUR0146,Delay in Treatment,High,2025-12-10,13:58:14,Iusto vero autem. Fuga cum doloremque esse accusamus laboriosam non.,Totam explicabo nulla quidem recusandae placeat qui iure.,Closed
INC03042,DEP010,DOC0071,NUR0029,Data Privacy Incident,Critical,2026-02-22,23:52:24,Placeat quisquam unde inventore commodi. Illum corrupti quod ducimus laboriosam eaque sed.,Fugit debitis earum maiores ex porro minima unde.,Open
INC03043,DEP008,DOC0025,NUR0072,Fire Safety Incident,Low,2025-02-19,15:49:12,Quis ipsum molestias rerum sint. Voluptate distinctio occaecati magnam eum.,Similique repellat rem omnis nulla quo.,Open
INC03044,DEP007,DOC0044,NUR0223,Delay in Treatment,Medium,2024-12-20,12:18:01,Animi quas aperiam nihil.,Odio tempora eos iste voluptate.,Resolved
INC03045,DEP007,DOC0047,NUR0060,Fire Safety Incident,Low,2024-12-12,11:42:39,Saepe dolores repudiandae quisquam dicta sequi nihil.,Sed magni enim ducimus tenetur.,Closed
INC03046,DEP005,DOC0094,NUR0053,Delay in Treatment,Medium,2025-05-27,06:58:10,Expedita doloremque qui dolores eum repudiandae. Magni aliquid expedita magnam asperiores nihil.,Animi voluptates facilis beatae reiciendis quas.,Under Investigation
INC03047,DEP005,DOC0048,NUR0171,Needle Stick Injury,Critical,2025-05-20,15:53:46,Ipsum a voluptates nesciunt sint aut.,Perferendis est necessitatibus doloremque beatae.,Open
INC03048,DEP001,DOC0089,NUR0208,Medication Error,Critical,2025-01-22,12:43:47,Dolore architecto explicabo. Praesentium unde delectus quis voluptatibus accusamus consequatur.,Ipsum voluptatibus doloremque recusandae in molestias consequuntur tempore iure ab.,Resolved
INC03049,DEP006,DOC0051,NUR0159,Patient Complaint,Critical,2024-12-02,02:06:09,Molestiae omnis quidem optio excepturi fugiat. Animi tempore laudantium suscipit cum nihil odio.,Magnam sunt culpa ad sint eos.,Resolved
INC03050,DEP007,DOC0077,NUR0019,Patient Complaint,High,2026-01-06,03:38:50,Quam aliquid soluta ut eveniet earum.,Iste praesentium in a adipisci modi totam placeat repudiandae eum.,Open
INC03051,DEP005,DOC0094,NUR0063,Equipment Failure,Low,2026-04-14,11:56:36,Porro autem cumque distinctio illo unde cumque exercitationem.,Occaecati voluptates eos sint laborum quo rerum.,Closed
INC03052,DEP004,DOC0002,NUR0243,Patient Complaint,Medium,2025-03-22,18:12:20,Sint eveniet corporis iste earum. Iste repudiandae expedita fuga.,Similique accusamus voluptas quas culpa doloremque nobis ex.,Open
INC03053,DEP006,DOC0091,NUR0151,Patient Fall,High,2024-06-30,10:42:26,Officia modi omnis ea laboriosam inventore vitae.,Nam unde omnis minima itaque corporis saepe.,Resolved
INC03054,DEP006,DOC0026,NUR0209,Wrong Patient Identification,Critical,2026-02-06,21:12:05,Eos distinctio deserunt laboriosam assumenda a sit.,Magni odit temporibus debitis rem et inventore.,Resolved
INC03055,DEP001,DOC0081,NUR0045,Patient Complaint,Critical,2026-05-07,05:32:32,Quis aspernatur blanditiis neque cumque.,Temporibus eius fuga officia nesciunt sunt optio.,Resolved
INC03056,DEP005,DOC0066,NUR0248,Needle Stick Injury,Low,2025-08-29,17:54:08,Rerum consequatur autem occaecati necessitatibus nam molestiae eum.,Praesentium at molestiae minus non numquam quasi odit enim.,Open
INC03057,DEP002,DOC0058,NUR0131,Patient Fall,High,2026-05-13,20:16:19,Alias nobis vero officia porro.,Ab consequatur voluptatum ipsam eum similique mollitia numquam.,Under Investigation
INC03058,DEP006,DOC0010,NUR0023,Delay in Treatment,High,2025-03-22,03:01:09,Laboriosam magnam culpa repellat quia eos. Adipisci dolor dignissimos.,Maiores eligendi facilis neque praesentium.,Resolved
INC03059,DEP008,DOC0006,NUR0031,Needle Stick Injury,Medium,2025-01-24,07:11:14,Est corrupti minima dicta. Voluptatem reiciendis cumque hic rem error provident natus.,Dolor sed ad cumque adipisci repellat amet facere.,Open
INC03060,DEP008,DOC0022,NUR0170,Patient Fall,High,2026-01-18,09:04:13,Repellat minus perspiciatis odit facilis voluptas provident.,Modi expedita sapiente quibusdam nostrum debitis rerum ipsam libero amet.,Resolved
INC03061,DEP009,DOC0057,NUR0195,Delay in Treatment,High,2025-11-25,21:32:09,Impedit repudiandae natus repellendus soluta soluta.,Hic animi dolore totam voluptatibus.,Closed
INC03062,DEP009,DOC0079,NUR0156,Laboratory Error,Medium,2025-03-20,12:46:49,Adipisci veritatis accusantium sint. Illum ipsum enim accusantium.,Facere modi aperiam eius ad aperiam odit sapiente totam.,Under Investigation
INC03063,DEP006,DOC0049,NUR0230,Delay in Treatment,Medium,2025-04-20,18:32:49,Quaerat fugiat quaerat quam illum.,Corporis sunt rerum unde esse atque illum animi deleniti nobis.,Open
INC03064,DEP008,DOC0022,NUR0162,Fire Safety Incident,Critical,2026-06-18,20:07:35,Tempora beatae tempora. Eligendi excepturi incidunt consectetur deserunt perspiciatis.,Laudantium nemo totam aut quasi culpa expedita aliquid placeat earum.,Under Investigation
INC03065,DEP009,DOC0052,NUR0089,Delay in Treatment,High,2025-05-23,16:14:28,Eum consequuntur facilis labore.,Sapiente magnam voluptate similique dignissimos explicabo unde libero adipisci.,Resolved
INC03066,DEP004,DOC0004,NUR0244,Patient Fall,Critical,2025-06-19,06:08:29,Nemo molestias temporibus nulla ad explicabo. Neque consequuntur soluta veniam dolorum.,A fuga debitis quis optio quam odit.,Resolved
INC03067,DEP002,DOC0034,NUR0094,Laboratory Error,Critical,2024-12-17,00:20:51,Ipsam corporis corrupti est natus voluptatem.,Nisi vel officiis maxime architecto officiis doloremque eveniet veniam.,Open
INC03068,DEP008,DOC0042,NUR0004,Needle Stick Injury,Critical,2025-09-06,23:39:28,Impedit reprehenderit sapiente.,Suscipit quod excepturi quam corrupti ex.,Closed
INC03069,DEP007,DOC0043,NUR0140,Wrong Patient Identification,High,2025-12-12,01:36:18,Similique vitae iusto possimus maxime.,Architecto suscipit cupiditate deserunt veritatis adipisci.,Under Investigation
INC03070,DEP003,DOC0060,NUR0133,Patient Complaint,High,2026-02-06,21:21:29,Ipsum esse dolorum.,Qui eius quod error inventore.,Under Investigation
INC03071,DEP003,DOC0087,NUR0168,Delay in Treatment,High,2026-02-12,00:37:00,Neque eius harum animi et.,Sit animi alias repellendus quisquam neque necessitatibus voluptate perspiciatis.,Closed
INC03072,DEP001,DOC0061,NUR0116,Needle Stick Injury,Low,2026-05-28,12:54:18,Voluptate eveniet consectetur dolorem.,Corporis excepturi ipsum excepturi totam impedit mollitia ad magni repudiandae.,Open
INC03073,DEP003,DOC0060,NUR0013,Medication Error,High,2026-03-10,22:54:15,Voluptates voluptas est fugit reiciendis magni. Ipsa repudiandae iusto nisi cum hic necessitatibus.,Eum tempora nemo repellendus aspernatur deserunt incidunt.,Under Investigation
INC03074,DEP002,DOC0076,NUR0097,Delay in Treatment,Medium,2024-10-14,09:58:06,Enim occaecati labore deserunt. Voluptas nemo ipsa ratione iste omnis suscipit.,Numquam optio optio id aspernatur vitae laborum numquam.,Closed
INC03075,DEP007,DOC0037,NUR0033,Patient Fall,High,2025-12-02,14:34:14,Iure ipsa modi quod odio ipsam a. Ab officiis consequuntur pariatur.,Nostrum necessitatibus eos praesentium maiores inventore debitis.,Closed
INC03076,DEP008,DOC0022,NUR0170,Laboratory Error,High,2025-09-29,07:07:36,Ea a incidunt molestiae deleniti. Animi libero quae eum hic illo.,Consectetur ipsum cupiditate sunt atque consectetur sequi enim.,Under Investigation
INC03077,DEP008,DOC0042,NUR0220,Patient Fall,Critical,2026-05-03,21:38:50,Eaque blanditiis quo reiciendis provident laudantium nobis.,Porro adipisci repellendus placeat dolorem repellendus.,Closed
INC03078,DEP007,DOC0005,NUR0067,Data Privacy Incident,Critical,2025-05-20,10:53:39,Laudantium dicta cumque similique dicta ad commodi.,Eius tempora vero blanditiis.,Closed
INC03079,DEP007,DOC0086,NUR0060,Delay in Treatment,High,2025-11-17,10:15:50,Repudiandae deleniti distinctio.,Minus itaque error recusandae ut nemo ullam sequi qui dolores.,Closed
INC03080,DEP005,DOC0096,NUR0053,Wrong Patient Identification,Medium,2025-10-29,22:06:29,Adipisci quae labore rem voluptate ad sit. Amet aperiam doloremque explicabo.,Rerum quia officiis tempora cupiditate animi architecto rem.,Under Investigation
INC03081,DEP003,DOC0060,NUR0013,Delay in Treatment,High,2025-02-28,17:36:42,Qui perferendis eos doloremque. Sed dolorum nam unde nisi error.,Quas in perferendis asperiores sit.,Under Investigation
INC03082,DEP003,DOC0046,NUR0017,Patient Complaint,High,2024-12-06,03:42:25,Quis deserunt aliquam amet consequuntur ab.,Corporis sapiente saepe dolore placeat iure.,Under Investigation
INC03083,DEP002,DOC0073,NUR0111,Delay in Treatment,Medium,2025-05-03,03:14:13,Earum iusto fugiat quos dolor fugiat.,Eum facere quos eum ad perspiciatis.,Under Investigation
INC03084,DEP004,DOC0075,NUR0117,Wrong Patient Identification,High,2025-11-23,22:20:58,Deserunt nostrum quae facere ducimus nisi animi. Quaerat illo aliquam sed.,Repellendus hic fugiat aliquid dignissimos perspiciatis veritatis quo non illum.,Under Investigation
INC03085,DEP003,DOC0074,NUR0013,Wrong Patient Identification,Low,2026-04-22,21:52:01,Aliquid sint accusamus mollitia delectus similique.,Incidunt eum in ex iste placeat ab et ex.,Open
INC03086,DEP006,DOC0049,NUR0036,Wrong Patient Identification,High,2024-07-15,23:43:48,Error repellat earum hic.,Quidem qui rerum et nulla.,Resolved
INC03087,DEP002,DOC0039,NUR0198,Medication Error,High,2025-03-01,10:38:16,Id quis quisquam voluptatum explicabo quibusdam.,Minima asperiores ad perferendis aliquam labore deserunt officiis.,Open
INC03088,DEP001,DOC0081,NUR0115,Needle Stick Injury,Critical,2026-02-08,13:18:16,Iusto debitis consequatur molestiae. Numquam veritatis consequatur dignissimos sed autem qui.,Voluptates tempore molestiae blanditiis cupiditate asperiores itaque.,Closed
INC03089,DEP010,DOC0071,NUR0082,Delay in Treatment,Critical,2025-04-10,19:16:07,Eum repellat nihil.,Commodi vero iste architecto aperiam praesentium nostrum corrupti blanditiis.,Closed
INC03090,DEP007,DOC0047,NUR0058,Wrong Patient Identification,High,2024-11-17,20:24:45,Unde mollitia ut rerum eius excepturi minus.,Numquam quas cupiditate blanditiis numquam placeat in quam.,Under Investigation
INC03091,DEP005,DOC0068,NUR0030,Fire Safety Incident,Medium,2026-06-18,11:59:36,Accusamus laudantium quo. Repellat nam consequatur odio pariatur est vitae.,Asperiores corporis at ex facere illo sed corporis quae.,Under Investigation
INC03092,DEP009,DOC0099,NUR0141,Patient Complaint,Low,2025-05-26,00:40:47,Quaerat officiis porro quam minima magni.,Quisquam ipsam maxime aperiam error eum sunt saepe voluptatem eius.,Closed
INC03093,DEP004,DOC0056,NUR0117,Equipment Failure,Low,2025-07-01,15:25:18,Aliquam ab adipisci dolore deleniti consequuntur dicta.,Distinctio magni eligendi assumenda esse inventore possimus tempora.,Under Investigation
INC03094,DEP004,DOC0075,NUR0215,Fire Safety Incident,Medium,2025-01-21,05:50:33,Excepturi beatae distinctio ratione.,Nesciunt perferendis odio ullam voluptatibus molestiae quasi delectus ratione aspernatur.,Under Investigation
